,"Mol_ID","Exp [kcal/mol]","MM-ASFE [kcal/mol]","MM-ASFE-err [kcal/mol]","ML-ASFE [kcal/mol]","ML-ASFE-err [kcal/mol]","solvent_dG","solvent_dG_err","solvent_dG_std","vac_dG","vac_dG_err","vac_dG_std"
58,"mobley_4035953",-5.9,-5.546761234,0.03010622846,-5.53276584,0.03510838694,-216117.4223,0.01087819201,0.2782401988,-216117.4363,0.01441800194,0.3501671328
59,"mobley_2763835",-2.22,-2.286487262,0.03110819194,-2.380156231,0.03841088328,-240623.9355,0.01464708895,0.3274637632,-240623.8418,0.01712130643,0.3566026997
60,"mobley_3589456",-4.59,-4.6167036,0.03580156327,-5.02502756,0.05426072293,-550337.4666,0.03703003478,0.4704484508,-550337.0583,0.01706606704,0.3075624464
61,"mobley_5917842",-5.8,-4.803337378,0.04339468791,-4.710531334,0.04631904192,-287500.2464,0.01216743074,0.276372581,-287500.3392,0.01069150761,0.2441592269
62,"mobley_676247",3.12,2.5830837,0.01819072599,2.427614525,0.0296586931,-272647.9786,0.01552708294,0.301094472,-272647.8232,0.01753981926,0.3500474221
63,"mobley_3395921",-3.12,-1.601567278,0.02607993651,-1.531340265,0.02731277967,-169391.7398,0.005378997999,0.1196034475,-169391.81,0.006073814729,0.1305578554
64,"mobley_8754702",-2.48,-4.286217455,0.03261200539,-3.13795106,0.06123610203,-191764.2592,0.05125128515,0.7966385304,-191765.4075,0.007721597451,0.1740899662
65,"mobley_2929847",-6.09,-6.139825813,0.03313773512,-6.149263007,0.04278957327,-216246.1323,0.02026374599,0.411569379,-216246.1228,0.01795045096,0.3354530742
66,"mobley_3269819",-3.17,-1.581189732,0.04168220025,-1.693118021,0.04691354092,-2294077.629,0.01658181233,0.2820169274,-2294077.517,0.01373018585,0.2455511356
67,"mobley_2341732",-2.56,-2.982026197,0.03314799221,-2.722741577,0.102948095,-240770.7536,0.07995392898,0.6155199138,-240771.0129,0.05573948436,0.6600340499
68,"mobley_4463913",-4.97,-7.348992203,0.03583786221,-7.685578208,0.07411874187,-333716.8468,0.06058420546,0.6509707597,-333716.5102,0.02321184131,0.3684367724
69,"mobley_1976156",-2.07,-2.207696151,0.03685076098,-2.371004126,0.08165849426,-267405.1768,0.06292295466,0.7120685129,-267405.0135,0.0367536784,0.6145152926
70,"mobley_129464",-0.83,0.3894075984,0.03475705436,0.5308175095,0.05809739516,-243651.3574,0.03708164626,0.4784264571,-243651.4988,0.02814615441,0.413102649
71,"mobley_2837389",-4.78,-3.789800411,0.02383142713,-3.865808298,0.03266161935,-131002.2213,0.01596985378,0.2377669421,-131002.1453,0.01561435973,0.2656286325
72,"mobley_3690931",-2.28,-2.531966713,0.0364395194,-2.353700487,0.08190243744,-265278.7656,0.05684636559,0.5836221332,-265278.9439,0.04635365577,0.5600169093
73,"mobley_1821184",-5.88,-6.511618931,0.0325806664,-6.54107183,0.03614180202,-251267.6145,0.01031143047,0.2129440472,-251267.585,0.0117645413,0.2568888955
74,"mobley_7417968",-5.31,-5.004306719,0.03649953379,-4.830902243,0.0540548771,-287634.0032,0.02508367149,0.3440797925,-287634.1766,0.03099230866,0.4153404958
75,"mobley_5094777",-1.46,-1.704372772,0.03074135187,-1.662659026,0.03298359743,-217523.3573,0.008129156421,0.1785896851,-217523.399,0.00876377773,0.1850207243
76,"mobley_6232400",-7.1,-7.489230141,0.03270317103,-7.321437226,0.03652119961,-225331.3385,0.01093961133,0.1906255079,-225331.5063,0.01202603549,0.206397843
77,"mobley_5123639",-3.73,-3.132255675,0.03124272679,-3.276840573,0.04595335958,-194640.26,0.02189700608,0.4377459157,-194640.1154,0.02561492541,0.4700533922
78,"mobley_9741965",-4.29,-4.417952574,0.03663514718,-7.144759394,0.7283694507,-447471.4224,0.4245962652,2.220645303,-447468.6955,0.5906758284,1.404189232
79,"mobley_5390332",-2.83,-3.091127765,0.03089460488,-3.016045059,0.08510726587,-216265.1905,0.06077262089,0.6267797439,-216265.2655,0.050945644,0.5927386014
80,"mobley_3715043",-2.82,-3.303119612,0.0342711013,-3.258667427,0.03671015704,-289523.9666,0.008274287138,0.1767184758,-289524.011,0.01023051407,0.2028095864
81,"mobley_6935906",-2.49,-2.454930185,0.04385598827,-3.800047824,0.1934269424,-386238.2572,0.1648305046,0.8520570367,-386236.9121,0.09122247042,0.7643821452
82,"mobley_5157661",2.3,2.580242193,0.02288792849,2.633474025,0.024972268,-98762.73254,0.007459495358,0.1213703026,-98762.78577,0.006641748822,0.1125555492
83,"mobley_1189457",-2.73,-1.412331612,0.02890765012,-1.543967867,0.03485936031,-417444.9155,0.01537896291,0.2344945506,-417444.7839,0.01195868997,0.1963137538
84,"mobley_646007",-5.48,-3.610186158,0.02551292305,-3.817781073,0.02845626522,-132508.6982,0.00955459007,0.206848305,-132508.4906,0.008219464486,0.1839215146
85,"mobley_755351",-7.29,-7.542861764,0.03195928194,-8.374616867,0.03711306853,-250572.3517,0.01311190214,0.2868669243,-250571.5199,0.01356695161,0.2858167463
86,"mobley_7774695",-4.69,-5.137071764,0.03071138649,-5.403057299,0.03427897154,-203728.5192,0.01154640558,0.2382956524,-203728.2532,0.009926688674,0.2028930614
87,"mobley_5200358",-9.84,-7.552138266,0.05521099707,-8.230492542,0.131322848,-581693.5593,0.0734742214,0.934323295,-581692.8809,0.09380285179,0.8938643482
88,"mobley_2789243",-4.01,-3.038765133,0.02636074193,-3.010598366,0.02777932779,-441209.7245,0.006529256252,0.1481954456,-441209.7527,0.005845609455,0.1350475128
89,"mobley_1036761",-4.59,-3.703086149,0.02895860061,-4.3852845,0.03390825623,-181514.993,0.01255825526,0.2926104355,-181514.3108,0.01238787781,0.2788436218
90,"mobley_2501588",-2.45,-2.213337049,0.0482844301,-2.344532512,0.1585360092,-815080.3718,0.1187196605,0.6981406709,-815080.2406,0.09331624855,0.6660550521
91,"mobley_6743808",-6.5,-5.859033244,0.0331953661,-6.254475728,0.04973409781,-240614.9096,0.02293574961,0.5678025705,-240614.5142,0.02907747486,0.4048467654
92,"mobley_3234716",-0.8,-0.7559211384,0.02906988828,-0.7384638656,0.0308816393,-193755.8115,0.00750075549,0.1607427355,-193755.8289,0.007235738276,0.1594780824
93,"mobley_2844990",-3.84,-3.430836665,0.03895231288,-3.570728868,0.04278725979,-1527666.229,0.0116475771,0.245299079,-1527666.089,0.01333419922,0.2701096687
94,"mobley_1662128",1.38,2.403017886,0.02228214538,2.389243189,0.02852295547,-97987.19718,0.01304259627,0.1755210906,-97987.18341,0.01212252731,0.1688551482
95,"mobley_2279874",-4.42,-4.509693904,0.03078091079,-5.078673971,0.04594622839,-239358.2247,0.03141874335,0.4000770955,-239357.6557,0.01328359891,0.2533193032
96,"mobley_7176248",-3.25,-2.092949846,0.04510431123,-2.322323764,0.1497982522,-791324.6311,0.1083723662,0.8499999925,-791324.4017,0.09306206382,0.7528368253
97,"mobley_5346580",-3.11,-2.81017902,0.03009805329,-2.776652323,0.0321465776,-193895.9881,0.007844707586,0.1714929982,-193896.0216,0.008122204296,0.169991116
98,"mobley_2577969",-4.52,-7.260659115,0.03685904825,-7.107286272,0.04053060846,-383786.6685,0.01131410105,0.2417648729,-383786.8219,0.01249527518,0.2644303111
99,"mobley_7142697",-4.09,-2.298420985,0.03147567369,-2.777692874,0.06313469591,-157759.2076,0.02293404466,0.4013925443,-157758.7283,0.04969206565,0.4064452892
100,"mobley_5282042",-7.43,-6.93034426,0.05106554615,-8.33208595,0.1534373952,-517783.8365,0.126771942,1.002506135,-517782.4347,0.06974395286,0.9185231765
101,"mobley_7573149",-2.79,-2.372228555,0.03066776177,-2.217629547,0.03455956078,-216257.1799,0.0104645606,0.1782952614,-216257.3345,0.01201434979,0.194473381
102,"mobley_3980099",-1.24,-0.8298906065,0.02836979405,-0.8832716149,0.03266381699,-1004172.739,0.01038308934,0.1782895174,-1004172.686,0.01242059507,0.1997697712
103,"mobley_547634",-2.78,-3.194168934,0.03452377084,-3.158427864,0.03723405518,-289518.4662,0.0095937033,0.1969429392,-289518.5019,0.01012151023,0.2121393361
104,"mobley_3414356",-3.92,-3.113451537,0.03126197474,-3.169979644,0.0508063904,-194634.7347,0.02882881763,0.3478452922,-194634.6782,0.02780067471,0.3473144827
105,"mobley_9507933",-4.72,-3.43166132,0.02977961859,-3.345962625,0.03207082378,-203731.8456,0.008406577877,0.1437004413,-203731.9313,0.008428612145,0.1490964678
106,"mobley_4193752",-4.12,-3.514982003,0.02833755807,-3.444129463,0.03243597909,-272261.3972,0.0109642352,0.1840716535,-272261.468,0.01135169979,0.1991566382
107,"mobley_7239499",-3.52,-4.384999468,0.03635941823,-4.432936103,0.04000903939,-668260.9387,0.01021407335,0.2176012245,-668260.8907,0.01320562928,0.2675703966
108,"mobley_7983227",-4.42,-3.136207118,0.03046342302,-3.284052997,0.04456162576,-170141.0067,0.02438335799,0.3933181169,-170140.8589,0.0215213894,0.3434445817
109,"mobley_1417007",-9.01,-8.371891092,0.04151718696,-8.19049653,0.05747337635,-1453347.471,0.02923654064,0.6455720866,-1453347.653,0.02692093733,0.5496403181
110,"mobley_8558116",-6.32,-5.064301269,0.03004488,-5.489127959,0.0497393545,-203908.2616,0.03839411636,0.2002748216,-203907.8368,0.009859026331,0.1670261401
111,"mobley_6190089",-2.37,-0.355993413,0.02627625524,-0.9925905559,0.04582559012,-1195641.903,0.02046933716,0.5588946067,-1195641.266,0.03147299409,0.3632782145
112,"mobley_9414831",-2.44,-3.464048783,0.03215584861,-3.392712837,0.03568848805,-265016.4284,0.01018305085,0.1729191002,-265016.4998,0.01166083424,0.1913744761
113,"mobley_6102880",-2.87,-3.131882421,0.03543188228,-3.179713143,0.03862544963,-335624.6739,0.01004215633,0.217313771,-335624.6261,0.01164741058,0.2379056104
114,"mobley_4218209",-7.48,-7.261916146,0.0314932718,-8.018915812,0.03541796775,-250594.0245,0.01216657576,0.261562466,-250593.2675,0.01070423771,0.2461629179
115,"mobley_4587267",-23.62,-18.43358562,0.1150062832,-26.1820681,0.586675592,-429060.8332,0.5738258164,1.887746643,-429053.0847,0.04105773457,0.3864185098
116,"mobley_6497672",-4.22,-3.274052552,0.02606327127,-3.188990101,0.0297755281,-144105.2976,0.01022566855,0.1773685983,-144105.3827,0.01013526846,0.1827724652
117,"mobley_1592519",-2.23,-2.667552379,0.0376200418,-2.313673512,0.07498277543,-289782.6559,0.05043666995,0.6661778315,-289783.0097,0.04078346958,0.6538874338
118,"mobley_2457863",-7.66,-7.197857792,0.03297115585,-7.906436614,0.06232075484,-262964.2944,0.0384877571,0.7758525946,-262963.5858,0.03626943506,0.5300235844
119,"mobley_4465023",-1.17,-0.06294321973,0.02102806523,-0.09469547648,0.02298473206,-621926.8113,0.006487785137,0.1504095334,-621926.7796,0.00663528633,0.1528293724
120,"mobley_6619554",-2.49,-2.536115476,0.03617100739,-2.542390748,0.08662518277,-265277.1852,0.0587479938,0.7190462619,-265277.1789,0.05238562531,0.5983648033
121,"mobley_1857976",-1.79,-0.06272892151,0.02470838537,-0.09307444726,0.02751532478,-622703.0504,0.007495270327,0.136802571,-622703.02,0.00950840222,0.162134487
122,"mobley_4338603",-15.83,-15.1857205,0.03381100382,-14.9941865,0.0388193523,-544794.7372,0.01135177604,0.2510852446,-544794.9287,0.01532629485,0.3423456406
123,"mobley_8449031",-3.22,-0.4816972907,0.03116636893,-1.966562898,0.04830314706,-182248.1049,0.03187768398,0.4557042219,-182246.62,0.01859206087,0.3036269738
124,"mobley_1352110",-3.64,-4.481922041,0.04309183175,-3.925458478,0.1695938835,-574601.9235,0.1466247798,1.240665968,-574602.48,0.07352790837,0.8279719923
125,"mobley_4149784",-3.67,-3.821128914,0.03617178411,-3.927963695,0.0423732703,-954702.7971,0.01390227691,0.2332641849,-954702.6903,0.0171412592,0.2566428218
126,"mobley_1019269",-4.72,-3.278441139,0.02768969272,-3.353988874,0.04343612282,-145632.6555,0.02423297565,0.38173234,-145632.58,0.02308117358,0.3717578673
127,"mobley_7608435",-2.04,-2.523601001,0.03924713762,-2.203530116,0.08680117848,-314288.0137,0.05891666725,0.7688247366,-314288.3338,0.05022880741,0.7295349387
128,"mobley_3151666",-3.64,-2.416810293,0.03878974665,-2.367139173,0.09582922575,-292667.0408,0.04873008692,0.6178903282,-292667.0905,0.07282839207,0.6199817882
129,"mobley_282648",-2.4,-3.350985437,0.03001731652,-3.333530867,0.03293344673,-240509.5422,0.009558414067,0.2077090351,-240509.5596,0.009602569599,0.2114735477
130,"mobley_7794077",-15.46,-17.37475315,0.03695159699,-17.45517167,0.04637546459,-468364.6513,0.01609880988,0.2854932113,-468364.5709,0.02293668495,0.4013490222
131,"mobley_2245668",-4.5,-3.270058957,0.02845253487,-3.440164427,0.04035475809,-145633.3066,0.02105031234,0.3390704925,-145633.1365,0.01938669931,0.2665268057
132,"mobley_3867265",-3.8,-3.217601085,0.02418939371,-3.126624246,0.0283431549,-120359.6317,0.0091348366,0.1607517917,-120359.7227,0.01160872182,0.2146391702
133,"mobley_7378987",-12.64,-16.78460399,0.04029767104,-16.46836559,0.04580184983,-423888.4373,0.015297503,0.2512070469,-423888.7536,0.01548849762,0.2605624433
134,"mobley_6456034",-1.69,-2.023064203,0.03630399413,-1.833922571,0.04671080595,-289795.7066,0.0226826712,0.3786682775,-289795.8957,0.01869266781,0.3461294662
135,"mobley_5220185",-5.45,-6.007867567,0.03046167592,-5.803421417,0.03329602659,-213798.7553,0.00991300558,0.2035871817,-213798.9598,0.009079868236,0.1918261455
136,"mobley_1893815",-1.43,-0.04484110547,0.02620988395,0.007541892977,0.03032704489,-1195637.924,0.009939125025,0.2318693412,-1195637.976,0.0115752075,0.2763760396
137,"mobley_7463408",-7.78,-9.003892857,0.03964180285,-9.714653013,0.1270644158,-871809.0532,0.05742182234,0.9166054618,-871808.3425,0.1061914664,0.4006469561
138,"mobley_3006808",-4.31,-3.825450797,0.02732369066,-3.979238327,0.03667703649,-282202.8244,0.01957981823,0.3631814025,-282202.6706,0.01467145706,0.2692469853
139,"mobley_4678740",1.07,-0.2380579274,0.03337489121,-0.4590300595,0.04152338129,-564875.3832,0.0162853812,0.2818139232,-564875.1622,0.01857671095,0.3111494985
140,"mobley_2913224",-9.94,-11.03596484,0.03945259656,-11.40014284,0.07356004583,-404234.8857,0.05946600262,0.6518165705,-404234.5216,0.01784285569,0.4381768404
141,"mobley_8883511",-3.93,-4.581309701,0.03075948315,-4.578035713,0.09260971283,-239884.0866,0.08675114188,0.2459165514,-239884.0898,0.01022997995,0.1762752946
142,"mobley_2043882",-3.9,-3.603849941,0.03291110812,-3.511733719,0.03681399888,-242160.0101,0.0117109319,0.2060111248,-242160.1023,0.01161824211,0.1889780175
143,"mobley_4059279",-7.58,-6.877029866,0.03273091084,-7.620075542,0.03901796379,-216053.5954,0.01641391169,0.4702770648,-216052.8524,0.01347859327,0.2518933703
144,"mobley_2960202",-3.71,-3.103194668,0.04114108741,-3.283627698,0.04498619276,-2100612.033,0.01210617133,0.2575755391,-2100611.853,0.01358709243,0.2846875075
145,"mobley_2178600",-0.1,1.137131246,0.0280032004,1.146383272,0.03817794783,-409747.3111,0.01867205247,0.3547918031,-409747.3203,0.01802029202,0.328900665
146,"mobley_6988468",-4.33,-3.454570531,0.02939794395,-3.376119631,0.03475355348,-203730.2511,0.01463720002,0.2261684929,-203730.3296,0.01137201596,0.1939553759
147,"mobley_550662",-4.42,-4.176569411,0.03237367466,-4.411236098,0.05634141643,-263846.4479,0.03084546097,0.6110623648,-263846.2132,0.03427620065,0.7406339077
148,"mobley_8260524",-0.48,0.1749119157,0.0191071993,0.1786239688,0.02467438552,-72693.70637,0.01024953344,0.172261711,-72693.71009,0.01177655722,0.1887575262
149,"mobley_3572203",-2.11,-2.33355577,0.03699140273,-2.138065775,0.0585697049,-289785.6641,0.03477398131,0.4989047058,-289785.8596,0.02920302518,0.4075458481
150,"mobley_2782339",-9.61,-11.75377417,0.03476733085,-11.35201208,0.04275361425,-319724.1997,0.01542948755,0.2631395898,-319724.6015,0.01952012169,0.3283235552
151,"mobley_7176290",-9.62,-8.273781287,0.03127501576,-8.28251955,0.06648642715,-319124.3223,0.03808734722,0.6460742188,-319124.3136,0.04462815666,0.5902901435
152,"mobley_2023925",0.1,-0.9908588702,0.03057208921,-0.5930867774,0.0783613304,-716864.811,0.05978413472,0.726119713,-716865.2087,0.04039433995,0.9102114716
153,"mobley_9100956",1.7,1.819604978,0.02834231539,1.903598242,0.03003541867,-171539.2631,0.006802023497,0.145782421,-171539.3471,0.007250655783,0.1513822968
154,"mobley_6911232",-2.1,-0.5410620253,0.02349869956,-0.569474098,0.02936401957,-121119.9972,0.01296897447,0.2066365152,-121119.9688,0.01191060306,0.1973003277
155,"mobley_186894",-1.1,-0.08650553557,0.0246310454,-0.09226124324,0.03929149329,-322453.2569,0.01942873905,0.3403319186,-322453.2511,0.0236570739,0.4693777474
156,"mobley_7532833",-3.88,-2.850382557,0.02045615088,-2.835946775,0.022164275,-82723.35728,0.006114818895,0.1115141198,-82723.37171,0.005950627479,0.1126598707
157,"mobley_9571888",-4.23,-10.15321125,0.04327052352,-9.550306649,0.04959024759,-2325905.899,0.01712088885,0.2792274226,-2325906.502,0.0171385418,0.2966693301
158,"mobley_5520946",-2.55,-1.903933605,0.02669298559,-1.813040233,0.02969840548,-392937.7722,0.008363641542,0.1817396102,-392937.8631,0.009976437685,0.2138580766
159,"mobley_2881590",-1.88,-1.393696242,0.03022897081,-1.332002945,0.1031386634,-273120.0597,0.07083821471,0.8456943655,-273120.1214,0.06859840053,0.7918563984
